C [%],Si [%],S [%],P [%],Mg [%],Mn [%],Ni [%],Cu [%],Mo [%],Cr [%],Al [%],Sn [%],B [%],V [%],Graphite emission [mm-2],Graphite emission share [%],Nodularity [%],Perlite share [%],Ferrite share [%],Rm [MPa] (as cast),A5 [%]     (as cast),Min wall thickness [mm],Austenitization temp [C],Austenitization time [min.],Isothermal process temp [C],Isothermal process time [min.],y_RM
3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.0,0.0029200000000000016,200.0,11.6543,95.0,80.0,20.0,780.0,7.1,20.91000000000001,900.0,90.0,250.0,60.0,1520.0
3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.0,0.0029200000000000016,200.0,11.6543,95.0,80.0,20.0,780.0,7.1,20.91000000000001,900.0,90.0,325.0,90.0,1263.0
3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.0,0.0029200000000000016,200.0,11.6543,95.0,80.0,20.0,780.0,7.1,20.91000000000001,900.0,90.0,375.0,90.0,1075.0
3.4,2.69,0.01,0.02,0.044,0.19,0.73,0.87,0.23,0.04,0.015,0.007,0.0,0.0029200000000000016,200.0,11.6543,95.0,80.0,20.0,780.0,7.1,20.91000000000001,900.0,90.0,425.0,60.0,862.0
3.45,2.82,0.019,0.032,0.041,0.061,0.52,0.54,0.15,0.0032300000000000007,0.011380000000000001,0.010568000000000006,0.0,0.0027900000000000012,37.0,8.439299999999994,92.76700000000001,78.72299999999994,19.373000000000005,785.27,5.690900000000004,64.0,930.0,60.0,420.0,30.0,1104.0
3.45,2.82,0.019,0.032,0.041,0.061,0.52,0.54,0.15,0.0032300000000000007,0.011380000000000001,0.010568000000000006,0.0,0.0027900000000000012,37.0,8.439299999999994,92.76700000000001,78.72299999999994,19.373000000000005,785.27,5.690900000000004,64.0,930.0,60.0,420.0,60.0,1130.0
3.45,2.82,0.019,0.032,0.041,0.061,0.52,0.54,0.15,0.0032300000000000007,0.011380000000000001,0.010568000000000006,0.0,0.0027900000000000012,37.0,8.439299999999994,92.76700000000001,78.72299999999994,19.373000000000005,785.27,5.690900000000004,64.0,930.0,60.0,420.0,120.0,1145.0
3.45,2.82,0.019,0.032,0.041,0.061,0.52,0.54,0.15,0.0032300000000000007,0.011380000000000001,0.010568000000000006,0.0,0.0027900000000000012,37.0,8.439299999999994,92.76700000000001,78.72299999999994,19.373000000000005,785.27,5.690900000000004,64.0,930.0,60.0,420.0,180.0,1194.0
3.575,2.515,0.0125,0.031,0.0415,0.2,0.52,0.64,0.15,0.29820000000000046,2.3483099999999983,0.007035000000000008,0.0,0.14370000000000005,77.5,12.17,75.0,97.43,10.03,747.797,7.938699999999995,19.86,900.0,90.0,300.0,180.0,1340.0
3.575,2.515,0.0125,0.031,0.0415,0.2,0.52,0.64,0.15,0.29820000000000046,2.3483099999999983,0.007035000000000008,0.0,0.14370000000000005,77.5,12.17,75.0,97.43,10.03,747.797,7.938699999999995,19.86,900.0,90.0,360.0,120.0,1094.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,260.0,120.0,1269.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,288.0,120.0,1277.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,302.0,120.0,1324.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,316.0,120.0,1208.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,357.0,120.0,800.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,816.0,120.0,385.0,120.0,706.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,260.0,120.0,1082.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,288.0,120.0,1234.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,302.0,120.0,1164.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,316.0,120.0,1048.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,357.0,120.0,777.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,871.0,120.0,385.0,120.0,738.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,260.0,120.0,1082.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,288.0,120.0,1234.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,302.0,120.0,1164.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,316.0,120.0,1048.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,357.0,120.0,777.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,385.0,120.0,738.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,260.0,120.0,883.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,288.0,120.0,1146.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,302.0,120.0,1182.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,316.0,120.0,941.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,357.0,120.0,754.0
3.54,2.81,0.009,0.031,0.05,0.43,1.52,0.56,0.3,0.3,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,982.0,120.0,385.0,120.0,685.0
3.562796668979875,2.5771603053435115,0.01,0.027,0.045,0.28,0.53,0.9,0.15,0.018600000000000012,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,571.8270999999999,7.158700000000008,21.268091733466854,900.0,120.0,260.0,120.0,1655.0
3.562796668979875,2.5771603053435115,0.01,0.027,0.045,0.28,0.53,0.9,0.15,0.018600000000000012,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,571.8270999999999,7.158700000000008,21.268091733466854,900.0,120.0,290.0,120.0,1527.0
3.562796668979875,2.5771603053435115,0.01,0.027,0.045,0.28,0.53,0.9,0.15,0.018600000000000012,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,571.8270999999999,7.158700000000008,21.268091733466854,900.0,120.0,320.0,90.0,1290.0
3.562796668979875,2.5771603053435115,0.01,0.027,0.045,0.28,0.53,0.9,0.15,0.018600000000000012,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,571.8270999999999,7.158700000000008,21.268091733466854,900.0,120.0,360.0,90.0,1116.0
3.562796668979875,2.5771603053435115,0.01,0.027,0.045,0.28,0.53,0.9,0.15,0.018600000000000012,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,571.8270999999999,7.158700000000008,21.268091733466854,900.0,120.0,390.0,90.0,1097.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,400.0,120.0,585.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,385.0,120.0,701.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,371.0,120.0,1062.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,357.0,120.0,1105.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,343.0,120.0,1185.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,330.0,120.0,1277.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,316.0,120.0,1326.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,288.0,120.0,1470.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,273.0,120.0,1522.0
3.4,2.41,0.017,0.015,0.064,0.15,0.001,0.0,0.001,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.4,927.0,120.0,260.0,120.0,1528.0
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,260.0,120.0,1598.1
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,274.0,120.0,1530.4
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,288.0,120.0,1505.0
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,302.0,120.0,1404.9
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,316.0,120.0,1366.6
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,329.0,120.0,1230.3
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,343.0,120.0,1194.7
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,357.0,120.0,1053.9
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,371.0,120.0,1034.4
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,385.0,120.0,1080.3
3.45,2.48,0.012,0.013,0.05,0.4,1.5,0.54,0.5,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,927.0,120.0,399.0,120.0,1015.4
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,60.0,1155.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,120.0,1325.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,180.0,1400.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,240.0,1375.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,350.0,60.0,800.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,350.0,120.0,830.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,350.0,180.0,860.0
3.5,2.5,0.01,0.027,0.03,0.25,1.1,0.6,0.23,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,350.0,240.0,855.0
3.65,2.76,0.014,0.016,0.045,0.36,0.9,0.6,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,90.0,320.0,120.0,1262.0
3.65,2.76,0.014,0.016,0.045,0.36,0.9,0.6,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,90.0,360.0,120.0,1142.0
3.51,2.45,0.01,0.017,0.036,0.3,0.0,0.0,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,90.0,320.0,120.0,1391.0
3.51,2.45,0.01,0.017,0.036,0.3,0.0,0.0,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,90.0,360.0,120.0,1169.0
3.69,2.47,0.01,0.05,0.037,0.28,0.52,0.32,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,930.0,120.0,325.0,120.0,1115.0
3.69,2.47,0.01,0.05,0.037,0.28,0.52,0.32,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,930.0,120.0,300.0,120.0,1160.0
3.69,2.47,0.01,0.05,0.037,0.28,0.52,0.32,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,930.0,120.0,325.0,60.0,1025.0
3.69,2.47,0.01,0.05,0.037,0.28,0.52,0.32,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,930.0,120.0,300.0,60.0,1075.0
3.52,2.6,0.01,0.01,0.045,0.2,0.52,0.73,0.2,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,45.0,370.0,60.0,942.0
3.52,2.6,0.01,0.01,0.045,0.2,0.52,0.73,0.2,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,45.0,340.0,60.0,1108.0
3.52,2.6,0.01,0.01,0.045,0.2,0.52,0.73,0.2,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,45.0,300.0,60.0,1230.0
3.46,2.48,0.01,0.02,0.043,0.39,0.52,0.8,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,910.0,120.0,350.0,180.0,1070.0
3.46,2.48,0.01,0.02,0.043,0.39,0.52,0.8,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,910.0,120.0,320.0,180.0,1275.0
3.46,2.48,0.01,0.02,0.043,0.39,0.52,0.8,0.15,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,910.0,120.0,290.0,180.0,1455.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,10.0,850.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,30.0,1000.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,60.0,1150.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,120.0,1200.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,240.0,1200.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,300.0,360.0,1100.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,10.0,800.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,30.0,920.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,60.0,1100.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,120.0,1150.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,240.0,1150.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,350.0,360.0,1100.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,10.0,750.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,30.0,900.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,60.0,990.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,120.0,1000.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,240.0,1000.0
3.14,2.67,0.003,0.023,0.045,0.07,0.8,0.3,0.25,0.12,0.9773600000000005,0.004037000000000002,0.034800000000000025,0.13910000000000006,120.0,11.985,79.24700000000001,46.3,41.0,413.52700000000004,13.408999999999994,9.68,900.0,120.0,400.0,360.0,980.0
